,cust_id,recency,frequency,monetary,basket_size,r,f,m,grade,rfm,score,level
1189,13535.0,409,1,89.5,89.5,1,1,1,d,111,3,bronze
1190,13536.0,8,7,3448.29,492.61,4,3,4,a,434,11,platinum
1191,13537.0,432,2,717.85,358.92,1,1,2,a,112,4,bronze
1192,13538.0,50,12,3112.73,259.39,3,4,4,b,344,11,platinum
1193,13539.0,92,9,1531.26,170.14,3,4,3,c,343,10,gold
1194,13540.0,474,3,632.39,210.8,1,2,2,c,122,5,bronze
1195,13541.0,430,3,717.9,239.3,1,2,2,b,122,5,bronze
1196,13542.0,383,18,3970.77,220.6,2,4,4,c,244,10,gold
1197,13543.0,641,2,1439.61,719.8,1,1,3,a,113,5,bronze
1198,13544.0,46,7,820.5,117.21,3,3,2,d,332,8,gold
1199,13545.0,397,3,347.35,115.78,1,2,2,d,122,5,bronze
1200,13546.0,19,5,1092.14,218.43,4,3,3,c,433,10,gold
1201,13547.0,415,1,175.53,175.53,1,1,1,c,111,3,bronze
1202,13548.0,103,3,908.99,303.0,2,2,3,b,223,7,silver
1203,13549.0,32,9,1003.72,111.52,3,4,3,d,343,10,gold
1204,13550.0,390,1,349.51,349.51,1,1,2,b,112,4,bronze
1205,13551.0,326,2,244.2,122.1,2,1,1,d,211,4,bronze
1206,13552.0,73,32,6618.63,206.83,3,4,4,c,344,11,platinum
1207,13553.0,681,1,517.8,517.8,1,1,2,a,112,4,bronze
1208,13554.0,387,10,1556.39,155.64,2,4,3,c,243,9,gold
1209,13555.0,80,16,8906.34,556.65,3,4,4,a,344,11,platinum
1210,13556.0,436,2,200.82,100.41,1,1,1,d,111,3,bronze
1211,13557.0,35,16,2980.08,186.25,3,4,4,c,344,11,platinum
1212,13558.0,12,4,605.06,151.26,4,2,2,c,422,8,gold
1213,13559.0,519,2,990.0,495.0,1,1,3,a,113,5,bronze
1214,13560.0,14,1,174.37,174.37,4,1,1,c,411,6,silver
1215,13561.0,222,11,1820.72,165.52,2,4,3,c,243,9,gold
1216,13562.0,88,8,4838.18,604.77,3,3,4,a,334,10,gold
1217,13563.0,91,2,777.53,388.77,3,1,2,a,312,6,silver
1218,13564.0,151,54,15786.72,292.35,2,4,4,b,244,10,gold
1219,13565.0,26,3,414.8,138.27,4,2,2,d,422,8,gold
1220,13566.0,47,5,1708.12,341.62,3,3,3,b,333,9,gold
1221,13567.0,435,5,1078.59,215.72,1,3,3,c,133,7,silver
1222,13568.0,180,1,192.85,192.85,2,1,1,c,211,4,bronze
1223,13569.0,24,4,893.78,223.45,4,2,3,c,423,9,gold
1224,13570.0,250,1,239.49,239.49,2,1,1,b,211,4,bronze
1225,13571.0,19,26,4546.54,174.87,4,4,4,c,444,12,platinum
1226,13572.0,212,1,1384.25,1384.25,2,1,3,a,213,6,silver
1227,13573.0,57,6,916.47,152.74,3,3,3,c,333,9,gold
1228,13574.0,418,1,421.25,421.25,1,1,2,a,112,4,bronze
1229,13575.0,30,5,732.07,146.41,4,3,2,d,432,9,gold
1230,13576.0,17,32,11516.15,359.88,4,4,4,a,444,12,platinum
1231,13577.0,32,14,3346.62,239.04,3,4,4,b,344,11,platinum
1232,13578.0,416,1,147.66,147.66,1,1,1,d,111,3,bronze
1233,13579.0,21,6,1535.84,255.97,4,3,3,b,433,10,gold
1234,13580.0,413,1,107.75,107.75,1,1,1,d,111,3,bronze
1235,13581.0,316,2,280.53,140.27,2,1,1,d,211,4,bronze
1236,13582.0,396,2,241.68,120.84,1,1,1,d,111,3,bronze
1237,13583.0,162,2,1445.03,722.52,2,1,3,a,213,6,silver
1238,13584.0,313,5,347.15,69.43,2,3,2,d,232,7,silver
1239,13585.0,537,4,674.46,168.62,1,2,2,c,122,5,bronze
1240,13586.0,548,1,131.53,131.53,1,1,1,d,111,3,bronze
1241,13587.0,38,6,1308.1,218.02,3,3,3,c,333,9,gold
1242,13588.0,22,13,2445.12,188.09,4,4,4,c,444,12,platinum
1243,13589.0,21,6,1120.74,186.79,4,3,3,c,433,10,gold
1244,13590.0,18,21,6298.29,299.92,4,4,4,b,444,12,platinum
1245,13591.0,71,8,2081.19,260.15,3,3,3,b,333,9,gold
1246,13592.0,42,4,247.96,61.99,3,2,1,d,321,6,silver
1247,13593.0,115,16,5475.21,342.2,2,4,4,b,244,10,gold
1248,13594.0,59,3,508.42,169.47,3,2,2,c,322,7,silver
1249,13595.0,523,3,818.22,272.74,1,2,2,b,122,5,bronze
1250,13596.0,12,2,697.04,348.52,4,1,2,b,412,7,silver
1251,13597.0,395,3,372.21,124.07,1,2,2,d,122,5,bronze
1252,13598.0,54,6,776.84,129.47,3,3,2,d,332,8,gold
1253,13599.0,8,52,9790.34,188.28,4,4,4,c,444,12,platinum
1254,13600.0,319,2,518.42,259.21,2,1,2,b,212,5,bronze
1255,13601.0,52,4,1185.14,296.28,3,2,3,b,323,8,gold
1256,13602.0,71,4,1025.17,256.29,3,2,3,b,323,8,gold
1257,13603.0,33,1,164.34,164.34,3,1,1,c,311,5,bronze
1258,13604.0,659,2,713.39,356.69,1,1,2,a,112,4,bronze
1259,13605.0,394,2,522.67,261.33,1,1,2,b,112,4,bronze
1260,13606.0,36,3,280.54,93.51,3,2,1,d,321,6,silver
1261,13607.0,47,3,1060.61,353.54,3,2,3,b,323,8,gold
1262,13608.0,547,1,236.2,236.2,1,1,1,b,111,3,bronze
1263,13609.0,600,1,167.35,167.35,1,1,1,c,111,3,bronze
1264,13610.0,19,17,2144.13,126.13,4,4,3,d,443,11,platinum
1265,13611.0,96,14,3281.03,234.36,3,4,4,b,344,11,platinum
1266,13612.0,525,2,777.79,388.9,1,1,2,a,112,4,bronze
1267,13613.0,459,5,1039.85,207.97,1,3,3,c,133,7,silver
1268,13614.0,31,6,2359.19,393.2,4,3,4,a,434,11,platinum
1269,13615.0,319,12,6212.23,517.69,2,4,4,a,244,10,gold
1270,13616.0,575,2,288.1,144.05,1,1,1,d,111,3,bronze
1271,13617.0,47,9,1263.8,140.42,3,4,3,d,343,10,gold
1272,13618.0,180,1,177.34,177.34,2,1,1,c,211,4,bronze
1273,13619.0,551,2,231.69,115.84,1,1,1,d,111,3,bronze
1274,13620.0,535,1,112.34,112.34,1,1,1,d,111,3,bronze
1275,13621.0,123,1,213.85,213.85,2,1,1,c,211,4,bronze
1276,13622.0,695,2,651.45,325.73,1,1,2,b,112,4,bronze
1277,13623.0,37,15,2446.36,163.09,3,4,4,c,344,11,platinum
1278,13624.0,388,2,427.18,213.59,2,1,2,c,212,5,bronze
1279,13625.0,603,1,301.26,301.26,1,1,1,b,111,3,bronze
1280,13626.0,259,3,689.49,229.83,2,2,2,c,222,6,silver
1281,13627.0,66,10,2217.55,221.76,3,4,4,c,344,11,platinum
1282,13628.0,683,1,310.14,310.14,1,1,1,b,111,3,bronze
1283,13629.0,30,19,13370.86,703.73,4,4,4,a,444,12,platinum
1284,13630.0,12,11,1995.68,181.43,4,4,3,c,443,11,platinum
1285,13631.0,106,12,3021.77,251.81,2,4,4,b,244,10,gold
1286,13632.0,31,10,3634.7,363.47,4,4,4,a,444,12,platinum
1287,13633.0,610,1,-306.66,-306.66,1,1,1,d,111,3,bronze
1288,13634.0,40,17,4519.55,265.86,3,4,4,b,344,11,platinum
1289,13635.0,74,6,2948.22,491.37,3,3,4,a,334,10,gold
1290,13636.0,43,6,941.62,156.94,3,3,3,c,333,9,gold
1291,13637.0,59,3,810.5,270.17,3,2,2,b,322,7,silver
1292,13638.0,22,1,122.64,122.64,4,1,1,d,411,6,silver
1293,13639.0,81,2,1346.27,673.13,3,1,3,a,313,7,silver
1294,13640.0,618,1,405.0,405.0,1,1,2,a,112,4,bronze
1295,13641.0,647,7,921.82,131.69,1,3,3,d,133,7,silver
1296,13642.0,222,5,501.97,100.39,2,3,2,d,232,7,silver
1297,13643.0,38,15,2112.17,140.81,3,4,3,d,343,10,gold
1298,13644.0,15,5,2597.52,519.5,4,3,4,a,434,11,platinum
1299,13645.0,127,1,252.1,252.1,2,1,1,b,211,4,bronze
1300,13646.0,406,3,323.3,107.77,1,2,1,d,121,4,bronze
1301,13647.0,16,9,3063.78,340.42,4,4,4,b,444,12,platinum
1302,13648.0,407,11,1679.01,152.64,1,4,3,c,143,8,gold
1303,13649.0,263,6,1678.88,279.81,2,3,3,b,233,8,gold
1304,13650.0,23,16,3098.5,193.66,4,4,4,c,444,12,platinum
1305,13651.0,42,4,208.95,52.24,3,2,1,d,321,6,silver
1306,13652.0,52,5,2570.85,514.17,3,3,4,a,334,10,gold
1307,13653.0,494,1,152.2,152.2,1,1,1,c,111,3,bronze
1308,13654.0,50,11,6308.0,573.45,3,4,4,a,344,11,platinum
1309,13655.0,121,8,2259.3,282.41,2,3,4,b,234,9,gold
1310,13656.0,171,7,1053.35,150.48,2,3,3,d,233,8,gold
1311,13657.0,17,2,382.14,191.07,4,1,2,c,412,7,silver
1312,13658.0,16,13,5772.07,444.01,4,4,4,a,444,12,platinum
1313,13659.0,204,17,4716.63,277.45,2,4,4,b,244,10,gold
1314,13660.0,402,2,303.69,151.84,1,1,1,c,111,3,bronze
1315,13661.0,610,1,325.24,325.24,1,1,2,b,112,4,bronze
1316,13662.0,92,17,2183.13,128.42,3,4,4,d,344,11,platinum
1317,13663.0,186,6,2013.61,335.6,2,3,3,b,233,8,gold
1318,13664.0,689,1,-13.14,-13.14,1,1,1,d,111,3,bronze
1319,13665.0,393,3,1711.66,570.55,1,2,3,a,123,6,silver
1320,13666.0,67,5,127.9,25.58,3,3,1,d,331,7,silver
1321,13667.0,156,1,305.02,305.02,2,1,1,b,211,4,bronze
1322,13668.0,9,47,12749.14,271.26,4,4,4,b,444,12,platinum
1323,13669.0,57,3,413.55,137.85,3,2,2,d,322,7,silver
1324,13670.0,82,1,349.7,349.7,3,1,2,b,312,6,silver
1325,13671.0,401,1,194.95,194.95,1,1,1,c,111,3,bronze
1326,13672.0,308,7,162.07,23.15,2,3,1,d,231,6,silver
1327,13673.0,25,2,396.92,198.46,4,1,2,c,412,7,silver
1328,13674.0,436,2,215.88,107.94,1,1,1,d,111,3,bronze
1329,13675.0,158,2,486.82,243.41,2,1,2,b,212,5,bronze
1330,13676.0,546,3,153.15,51.05,1,2,1,d,121,4,bronze
1331,13677.0,411,2,556.19,278.1,1,1,2,b,112,4,bronze
1332,13678.0,158,1,232.6,232.6,2,1,1,b,211,4,bronze
1333,13679.0,500,3,281.26,93.75,1,2,1,d,121,4,bronze
1334,13680.0,8,13,9915.56,762.74,4,4,4,a,444,12,platinum
1335,13681.0,24,4,827.83,206.96,4,2,2,c,422,8,gold
1336,13682.0,194,1,59.5,59.5,2,1,1,d,211,4,bronze
1337,13683.0,464,1,258.6,258.6,1,1,1,b,111,3,bronze
1338,13684.0,292,6,546.52,91.09,2,3,2,d,232,7,silver
1339,13685.0,9,7,3119.44,445.63,4,3,4,a,434,11,platinum
1340,13686.0,189,3,409.04,136.35,2,2,2,d,222,6,silver
1341,13687.0,445,1,11880.84,11880.84,1,1,4,a,114,6,silver
1342,13688.0,642,1,375.5,375.5,1,1,2,a,112,4,bronze
1343,13689.0,70,2,1259.5,629.75,3,1,3,a,313,7,silver
1344,13690.0,66,1,172.25,172.25,3,1,1,c,311,5,bronze
1345,13691.0,403,1,212.78,212.78,1,1,1,c,111,3,bronze
1346,13692.0,31,8,3016.45,377.06,4,3,4,a,434,11,platinum
1347,13693.0,332,13,1948.32,149.87,2,4,3,d,243,9,gold
1348,13694.0,10,164,190825.52,1163.57,4,4,4,a,444,12,platinum
1349,13695.0,38,16,2770.73,173.17,3,4,4,c,344,11,platinum
1350,13696.0,428,4,2008.7,502.17,1,2,3,a,123,6,silver
1351,13697.0,45,1,151.3,151.3,3,1,1,c,311,5,bronze
1352,13698.0,603,2,465.53,232.76,1,1,2,b,112,4,bronze
1353,13699.0,162,3,711.4,237.13,2,2,2,b,222,6,silver
1354,13700.0,33,14,2586.21,184.73,3,4,4,c,344,11,platinum
1355,13701.0,444,2,159.55,79.78,1,1,1,d,111,3,bronze
1356,13702.0,452,1,135.18,135.18,1,1,1,d,111,3,bronze
1357,13703.0,325,3,99.5,33.17,2,2,1,d,221,5,bronze
1358,13704.0,12,10,2295.31,229.53,4,4,4,c,444,12,platinum
1359,13705.0,14,7,2035.33,290.76,4,3,3,b,433,10,gold
1360,13706.0,309,2,631.17,315.58,2,1,2,b,212,5,bronze
1361,13707.0,274,5,3365.86,673.17,2,3,4,a,234,9,gold
1362,13708.0,278,1,296.88,296.88,2,1,1,b,211,4,bronze
1363,13709.0,10,22,7512.81,341.49,4,4,4,b,444,12,platinum
1364,13710.0,38,3,509.52,169.84,3,2,2,c,322,7,silver
1365,13711.0,225,15,1632.61,108.84,2,4,3,d,243,9,gold
1366,13712.0,253,2,766.42,383.21,2,1,2,a,212,5,bronze
1367,13713.0,415,3,743.26,247.75,1,2,2,b,122,5,bronze
1368,13714.0,472,1,161.35,161.35,1,1,1,c,111,3,bronze
1369,13715.0,288,21,8438.34,401.83,2,4,4,a,244,10,gold
1370,13716.0,276,1,138.28,138.28,2,1,1,d,211,4,bronze
1371,13717.0,39,11,1748.05,158.91,3,4,3,c,343,10,gold
1372,13718.0,253,2,306.55,153.28,2,1,1,c,211,4,bronze
1373,13719.0,22,11,2815.25,255.93,4,4,4,b,444,12,platinum
1374,13720.0,123,4,799.9,199.97,2,2,2,c,222,6,silver
1375,13721.0,43,2,741.54,370.77,3,1,2,a,312,6,silver
1376,13722.0,127,11,5629.16,511.74,2,4,4,a,244,10,gold
1377,13723.0,224,6,1209.2,201.53,2,3,3,c,233,8,gold
1378,13724.0,644,1,213.01,213.01,1,1,1,c,111,3,bronze
1379,13725.0,56,11,1809.81,164.53,3,4,3,c,343,10,gold
1380,13726.0,45,2,1079.66,539.83,3,1,3,a,313,7,silver
1381,13727.0,35,9,1067.3,118.59,3,4,3,d,343,10,gold
1382,13728.0,43,16,2855.17,178.45,3,4,4,c,344,11,platinum
1383,13729.0,442,5,676.43,135.29,1,3,2,d,132,6,silver
1384,13730.0,142,2,752.6,376.3,2,1,2,a,212,5,bronze
1385,13731.0,226,2,610.59,305.29,2,1,2,b,212,5,bronze
1386,13732.0,35,1,491.86,491.86,3,1,2,a,312,6,silver
1387,13733.0,417,3,484.53,161.51,1,2,2,c,122,5,bronze
1388,13734.0,515,6,3451.29,575.21,1,3,4,a,134,8,gold
1389,13735.0,31,22,9472.81,430.58,4,4,4,a,444,12,platinum
1390,13736.0,12,12,2715.01,226.25,4,4,4,c,444,12,platinum
1391,13737.0,207,1,339.6,339.6,2,1,2,b,212,5,bronze
1392,13738.0,403,1,440.93,440.93,1,1,2,a,112,4,bronze
1393,13739.0,25,2,292.2,146.1,4,1,1,d,411,6,silver
1394,13740.0,247,5,1597.77,319.55,2,3,3,b,233,8,gold
1395,13741.0,78,4,666.33,166.58,3,2,2,c,322,7,silver
1396,13742.0,23,14,3102.42,221.6,4,4,4,c,444,12,platinum
1397,13743.0,9,8,1340.15,167.52,4,3,3,c,433,10,gold
1398,13744.0,102,2,1156.36,578.18,3,1,3,a,313,7,silver
1399,13745.0,158,4,761.27,190.32,2,2,2,c,222,6,silver
1400,13746.0,420,1,176.69,176.69,1,1,1,c,111,3,bronze
1401,13747.0,380,2,249.4,124.7,2,1,1,d,211,4,bronze
1402,13748.0,102,9,2268.35,252.04,3,4,4,b,344,11,platinum
1403,13749.0,708,1,-10.25,-10.25,1,1,1,d,111,3,bronze
1404,13750.0,60,13,3563.6,274.12,3,4,4,b,344,11,platinum
1405,13751.0,295,1,296.25,296.25,2,1,1,b,211,4,bronze
1406,13752.0,131,7,1590.73,227.25,2,3,3,c,233,8,gold
1407,13753.0,294,4,2094.57,523.64,2,2,3,a,223,7,silver
1408,13754.0,158,3,447.05,149.02,2,2,2,d,222,6,silver
1409,13755.0,10,10,2154.68,215.47,4,4,3,c,443,11,platinum
1410,13756.0,9,25,9147.2,365.89,4,4,4,a,444,12,platinum
1411,13757.0,681,1,195.55,195.55,1,1,1,c,111,3,bronze
1412,13758.0,18,19,9263.14,487.53,4,4,4,a,444,12,platinum
1413,13759.0,40,2,659.41,329.7,3,1,2,b,312,6,silver
1414,13760.0,61,6,1358.64,226.44,3,3,3,c,333,9,gold
1415,13761.0,57,6,1952.17,325.36,3,3,3,b,333,9,gold
1416,13762.0,211,6,2165.76,360.96,2,3,3,a,233,8,gold
1417,13763.0,70,6,5181.99,863.67,3,3,4,a,334,10,gold
1418,13764.0,77,6,2953.26,492.21,3,3,4,a,334,10,gold
1419,13765.0,660,1,352.82,352.82,1,1,2,b,112,4,bronze
1420,13766.0,502,1,190.35,190.35,1,1,1,c,111,3,bronze
1421,13767.0,9,96,35115.68,365.79,4,4,4,a,444,12,platinum
1422,13768.0,570,8,758.07,94.76,1,3,2,d,132,6,silver
1423,13769.0,9,29,5766.63,198.85,4,4,4,c,444,12,platinum
1424,13770.0,429,4,785.37,196.34,1,2,2,c,122,5,bronze
1425,13771.0,71,10,5726.07,572.61,3,4,4,a,344,11,platinum
1426,13772.0,40,9,3094.72,343.86,3,4,4,b,344,11,platinum
1427,13773.0,403,2,301.54,150.77,1,1,1,c,111,3,bronze
1428,13774.0,88,1,345.0,345.0,3,1,2,b,312,6,silver
1429,13775.0,597,1,1049.66,1049.66,1,1,3,a,113,5,bronze
1430,13776.0,435,8,-340.17,-42.52,1,3,1,d,131,5,bronze
1431,13777.0,7,73,56016.57,767.35,4,4,4,a,444,12,platinum
1432,13778.0,110,5,1116.54,223.31,2,3,3,c,233,8,gold
1433,13779.0,522,1,161.13,161.13,1,1,1,c,111,3,bronze
1434,13780.0,14,3,735.82,245.27,4,2,2,b,422,8,gold
1435,13781.0,257,4,770.88,192.72,2,2,2,c,222,6,silver
1436,13782.0,19,14,1785.77,127.56,4,4,3,d,443,11,platinum
1437,13783.0,494,4,1542.09,385.52,1,2,3,a,123,6,silver
1438,13784.0,16,15,2897.18,193.15,4,4,4,c,444,12,platinum
1439,13785.0,435,4,542.49,135.62,1,2,2,d,122,5,bronze
1440,13786.0,374,8,2736.41,342.05,2,3,4,b,234,9,gold
1441,13787.0,82,9,1173.7,130.41,3,4,3,d,343,10,gold
1442,13788.0,512,1,3.75,3.75,1,1,1,d,111,3,bronze
1443,13789.0,395,1,239.46,239.46,1,1,1,b,111,3,bronze
1444,13790.0,11,1,348.8,348.8,4,1,2,b,412,7,silver
1445,13791.0,50,3,1047.68,349.23,3,2,3,b,323,8,gold
1446,13792.0,73,3,383.95,127.98,3,2,2,d,322,7,silver
1447,13793.0,653,1,96.0,96.0,1,1,1,d,111,3,bronze
1448,13794.0,553,1,126.03,126.03,1,1,1,d,111,3,bronze
1449,13795.0,395,4,836.3,209.07,1,2,2,c,122,5,bronze
1450,13796.0,506,1,289.7,289.7,1,1,1,b,111,3,bronze
1451,13797.0,443,4,1168.45,292.11,1,2,3,b,123,6,silver
1452,13798.0,8,125,73573.47,588.59,4,4,4,a,444,12,platinum
1453,13799.0,123,13,2039.82,156.91,2,4,3,c,243,9,gold
1454,13800.0,316,3,1679.56,559.85,2,2,3,a,223,7,silver
1455,13801.0,73,1,324.8,324.8,3,1,1,b,311,5,bronze
1456,13802.0,145,24,25491.56,1062.15,2,4,4,a,244,10,gold
1457,13803.0,262,4,1319.11,329.78,2,2,3,b,223,7,silver
1458,13804.0,37,9,3208.52,356.5,3,4,4,b,344,11,platinum
1459,13805.0,59,2,924.6,462.3,3,1,3,a,313,7,silver
1460,13806.0,70,1,256.38,256.38,3,1,1,b,311,5,bronze
1461,13807.0,374,4,509.9,127.48,2,2,2,d,222,6,silver
1462,13808.0,12,5,1747.66,349.53,4,3,3,b,433,10,gold
1463,13809.0,312,3,679.7,226.57,2,2,2,c,222,6,silver
1464,13810.0,35,4,899.51,224.88,3,2,3,c,323,8,gold
1465,13811.0,190,4,591.75,147.94,2,2,2,d,222,6,silver
1466,13812.0,49,3,539.0,179.67,3,2,2,c,322,7,silver
1467,13813.0,46,12,2686.42,223.87,3,4,4,c,344,11,platinum
1468,13814.0,63,5,2239.07,447.81,3,3,4,a,334,10,gold
1469,13815.0,29,10,7285.79,728.58,4,4,4,a,444,12,platinum
1470,13816.0,30,4,555.04,138.76,4,2,2,d,422,8,gold
1471,13817.0,36,2,382.98,191.49,3,1,2,c,312,6,silver
1472,13818.0,436,1,61.28,61.28,1,1,1,d,111,3,bronze
1473,13819.0,308,7,2631.1,375.87,2,3,4,a,234,9,gold
1474,13820.0,425,5,640.4,128.08,1,3,2,d,132,6,silver
1475,13821.0,151,7,1387.03,198.15,2,3,3,c,233,8,gold
1476,13822.0,12,2,632.0,316.0,4,1,2,b,412,7,silver
1477,13823.0,25,8,3358.55,419.82,4,3,4,a,434,11,platinum
1478,13824.0,39,14,3273.36,233.81,3,4,4,b,344,11,platinum
1479,13825.0,628,2,255.59,127.8,1,1,1,d,111,3,bronze
1480,13826.0,165,2,174.65,87.32,2,1,1,d,211,4,bronze
1481,13827.0,64,3,412.05,137.35,3,2,2,d,322,7,silver
1482,13828.0,29,1,209.49,209.49,4,1,1,c,411,6,silver
1483,13829.0,366,2,0.0,0.0,2,1,1,d,211,4,bronze
1484,13830.0,581,2,135.95,67.98,1,1,1,d,111,3,bronze
1485,13831.0,23,20,7009.18,350.46,4,4,4,b,444,12,platinum
1486,13832.0,24,3,602.44,200.81,4,2,2,c,422,8,gold
1487,13833.0,166,2,701.36,350.68,2,1,2,b,212,5,bronze
1488,13834.0,583,3,247.89,82.63,1,2,1,d,121,4,bronze
1489,13835.0,32,8,1044.82,130.6,3,3,3,d,333,9,gold
1490,13836.0,406,3,602.52,200.84,1,2,2,c,122,5,bronze
1491,13837.0,218,2,271.24,135.62,2,1,1,d,211,4,bronze
1492,13838.0,12,10,1966.09,196.61,4,4,3,c,443,11,platinum
1493,13839.0,493,1,139.95,139.95,1,1,1,d,111,3,bronze
1494,13840.0,423,1,651.4,651.4,1,1,2,a,112,4,bronze
1495,13841.0,259,1,85.0,85.0,2,1,1,d,211,4,bronze
1496,13842.0,65,19,5604.96,295.0,3,4,4,b,344,11,platinum
1497,13843.0,388,1,319.75,319.75,2,1,1,b,211,4,bronze
1498,13844.0,18,1,361.62,361.62,4,1,2,a,412,7,silver
1499,13845.0,71,1,312.98,312.98,3,1,1,b,311,5,bronze
1500,13846.0,31,5,1290.34,258.07,4,3,3,b,433,10,gold
1501,13847.0,726,1,310.72,310.72,1,1,1,b,111,3,bronze
1502,13848.0,99,8,3335.0,416.88,3,3,4,a,334,10,gold
1503,13849.0,58,6,3443.8,573.97,3,3,4,a,334,10,gold
1504,13850.0,95,2,1586.81,793.4,3,1,3,a,313,7,silver
1505,13851.0,102,9,4516.76,501.86,3,4,4,a,344,11,platinum
1506,13852.0,613,2,170.45,85.22,1,1,1,d,111,3,bronze
1507,13853.0,15,2,1056.94,528.47,4,1,3,a,413,8,gold
1508,13854.0,15,45,12158.21,270.18,4,4,4,b,444,12,platinum
1509,13855.0,507,5,1253.94,250.79,1,3,3,b,133,7,silver
1510,13856.0,175,15,1058.88,70.59,2,4,3,d,243,9,gold
1511,13857.0,400,7,997.11,142.44,1,3,3,d,133,7,silver
1512,13858.0,64,1,216.17,216.17,3,1,1,c,311,5,bronze
1513,13859.0,333,2,515.86,257.93,2,1,2,b,212,5,bronze
1514,13860.0,8,6,1240.0,206.67,4,3,3,c,433,10,gold
1515,13861.0,436,3,251.31,83.77,1,2,1,d,121,4,bronze
1516,13862.0,25,11,2534.04,230.37,4,4,4,c,444,12,platinum
1517,13863.0,252,6,1217.63,202.94,2,3,3,c,233,8,gold
1518,13864.0,393,1,662.4,662.4,1,1,2,a,112,4,bronze
1519,13865.0,65,4,501.56,125.39,3,2,2,d,322,7,silver
1520,13866.0,81,1,145.67,145.67,3,1,1,d,311,5,bronze
1521,13867.0,38,3,1015.29,338.43,3,2,3,b,323,8,gold
1522,13868.0,14,2,3192.54,1596.27,4,1,4,a,414,9,gold
1523,13869.0,130,10,8111.57,811.16,2,4,4,a,244,10,gold
1524,13870.0,9,18,5689.84,316.1,4,4,4,b,444,12,platinum
1525,13871.0,29,21,7804.95,371.66,4,4,4,a,444,12,platinum
1526,13872.0,520,6,891.32,148.55,1,3,3,d,133,7,silver
1527,13873.0,126,9,1031.02,114.56,2,4,3,d,243,9,gold
1528,13874.0,365,10,1989.2,198.92,2,4,3,c,243,9,gold
1529,13875.0,60,14,4814.37,343.88,3,4,4,b,344,11,platinum
1530,13876.0,70,1,122.7,122.7,3,1,1,d,311,5,bronze
1531,13877.0,93,5,446.33,89.27,3,3,2,d,332,8,gold
1532,13878.0,61,4,2473.06,618.27,3,2,4,a,324,9,gold
1533,13879.0,652,1,395.5,395.5,1,1,2,a,112,4,bronze
1534,13880.0,28,17,4391.66,258.33,4,4,4,b,444,12,platinum
1535,13881.0,10,51,44392.5,870.44,4,4,4,a,444,12,platinum
1536,13882.0,9,6,1131.28,188.55,4,3,3,c,433,10,gold
1537,13883.0,8,26,6342.74,243.95,4,4,4,b,444,12,platinum
1538,13884.0,14,14,1852.38,132.31,4,4,3,d,443,11,platinum
1539,13885.0,196,2,506.8,253.4,2,1,2,b,212,5,bronze
1540,13886.0,78,1,243.56,243.56,3,1,1,b,311,5,bronze
1541,13887.0,211,1,349.55,349.55,2,1,2,b,212,5,bronze
1542,13888.0,126,7,2169.05,309.86,2,3,3,b,233,8,gold
1543,13889.0,99,8,1855.73,231.97,3,3,3,b,333,9,gold
1544,13890.0,8,22,2858.73,129.94,4,4,4,d,444,12,platinum
1545,13891.0,385,3,863.56,287.85,2,2,3,b,223,7,silver
1546,13892.0,33,6,1267.65,211.27,3,3,3,c,333,9,gold
1547,13893.0,304,1,821.1,821.1,2,1,2,a,212,5,bronze
1548,13894.0,29,5,535.97,107.19,4,3,2,d,432,9,gold
1549,13895.0,28,8,3923.62,490.45,4,3,4,a,434,11,platinum
1550,13896.0,632,1,388.55,388.55,1,1,2,a,112,4,bronze
1551,13897.0,57,3,1160.72,386.91,3,2,3,a,323,8,gold
1552,13898.0,332,2,686.4,343.2,2,1,2,b,212,5,bronze
1553,13899.0,23,2,388.52,194.26,4,1,2,c,412,7,silver
1554,13900.0,190,7,1608.09,229.73,2,3,3,c,233,8,gold
1555,13901.0,79,20,5599.34,279.97,3,4,4,b,344,11,platinum
1556,13902.0,639,8,30411.26,3801.41,1,3,4,a,134,8,gold
1557,13903.0,407,1,165.45,165.45,1,1,1,c,111,3,bronze
1558,13904.0,44,2,332.64,166.32,3,1,2,c,312,6,silver
1559,13905.0,578,3,244.45,81.48,1,2,1,d,121,4,bronze
1560,13906.0,416,1,42.0,42.0,1,1,1,d,111,3,bronze
1561,13907.0,698,1,136.8,136.8,1,1,1,d,111,3,bronze
1562,13908.0,86,5,2347.05,469.41,3,3,4,a,334,10,gold
1563,13909.0,430,2,286.6,143.3,1,1,1,d,111,3,bronze
1564,13910.0,450,1,-127.66,-127.66,1,1,1,d,111,3,bronze
1565,13911.0,64,22,4200.04,190.91,3,4,4,c,344,11,platinum
1566,13912.0,430,1,124.95,124.95,1,1,1,d,111,3,bronze
1567,13913.0,513,1,42.22,42.22,1,1,1,d,111,3,bronze
1568,13914.0,10,3,613.95,204.65,4,2,2,c,422,8,gold
1569,13915.0,401,2,31.2,15.6,1,1,1,d,111,3,bronze
1570,13916.0,470,5,1260.51,252.1,1,3,3,b,133,7,silver
1571,13917.0,56,2,272.04,136.02,3,1,1,d,311,5,bronze
1572,13918.0,56,2,1212.84,606.42,3,1,3,a,313,7,silver
1573,13919.0,60,5,1326.03,265.21,3,3,3,b,333,9,gold
1574,13920.0,438,5,1734.88,346.98,1,3,3,b,133,7,silver
1575,13921.0,406,5,720.75,144.15,1,3,2,d,132,6,silver
